시점,자치구역번호,조출생률,고령인구비율,청년 순이동수,사업체수,문화시설 개수,학원수 (개),수강인원 (명),소멸위험지수,단계
201205,14,8.8,18.9,124,66300.25,51.0,2845.0,132585.0,0.490454545,위험
201206,14,8.52,19,195,66543.0,51.0,2845.0,132585.0,0.490454545,위험
201207,14,8.55,19,-493,66658.66667,51.0,2845.0,132585.0,0.490454545,위험
201208,14,8.94,19.1,-1011,66774.33333,51.0,2845.0,132585.0,0.490454545,위험
201209,14,9.29,19.1,-466,66890.0,51.0,2845.0,132585.0,0.490454545,위험
201210,14,9.1,19.1,-237,67005.66667,51.0,2845.0,132585.0,0.490454545,위험
201211,14,9.09,19.2,-230,67121.33333,51.0,2845.0,132585.0,0.490454545,위험
201212,14,7.31,19.2,708,67237.0,51.0,2845.0,132585.0,0.490454545,위험
201301,14,10.04,19.2,-1605,67352.66667,52.0,2787.0,265712.0,0.467727273,위험
201302,14,9.37,19.3,-1278,67468.33333,52.0,2787.0,265712.0,0.467727273,위험
201303,14,8.37,19.3,32,67584.0,52.0,2787.0,265712.0,0.467727273,위험
201304,14,8.21,19.4,-204,67699.66667,52.0,2787.0,265712.0,0.467727273,위험
201305,14,7.6,19.4,-131,67815.33333,52.0,2787.0,265712.0,0.467727273,위험
201306,14,7.43,19.5,247,67931.0,52.0,2787.0,265712.0,0.467727273,위험
201307,14,7.83,19.5,-542,68369.75,52.0,2787.0,265712.0,0.467727273,위험
201308,14,8.23,19.5,-661,68808.5,52.0,2787.0,265712.0,0.467727273,위험
201309,14,8.57,19.6,-172,69247.25,52.0,2787.0,265712.0,0.467727273,위험
201310,14,7.83,19.6,205,69686.0,52.0,2787.0,265712.0,0.467727273,위험
201311,14,7.77,19.6,965,70124.75,52.0,2787.0,265712.0,0.467727273,위험
201312,14,6.48,19.6,838,70563.5,52.0,2787.0,265712.0,0.467727273,위험
201401,14,8.89,19.7,-709,71002.25,54.0,2853.0,267619.0,0.450454545,위험
201402,14,8.89,19.7,-1100,71441.0,54.0,2853.0,267619.0,0.450454545,위험
201403,14,8.18,19.8,786,71879.75,54.0,2853.0,267619.0,0.450454545,위험
201404,14,7.82,19.8,1564,72318.5,54.0,2853.0,267619.0,0.450454545,위험
201405,14,7.52,19.9,-845,72757.25,54.0,2853.0,267619.0,0.450454545,위험
201406,14,7.5,19.9,-1222,73196.0,54.0,2853.0,267619.0,0.450454545,위험
201407,14,7.8,20,-1040,72448.25,54.0,2853.0,267619.0,0.450454545,위험
201408,14,7.55,20,-1037,71700.5,54.0,2853.0,267619.0,0.450454545,위험
201409,14,7.95,20.1,-805,70952.75,54.0,2853.0,267619.0,0.450454545,위험
201410,14,7.78,20.1,96,70205.0,54.0,2853.0,267619.0,0.450454545,위험
201411,14,7.3,20.1,647,69457.25,54.0,2853.0,267619.0,0.450454545,위험
201412,14,6.88,20.1,3069,68709.5,54.0,2853.0,267619.0,0.450454545,위험
201501,14,9.35,20.2,-1466,67961.75,55.0,2737.0,480133.0,0.435,위험
201502,14,8.76,20.2,-1001,67214.0,55.0,2737.0,480133.0,0.435,위험
201503,14,8.63,20.3,-690,66466.25,55.0,2737.0,480133.0,0.435,위험
201504,14,8.38,20.3,53,65718.5,55.0,2737.0,480133.0,0.435,위험
201505,14,7.86,20.3,134,64970.75,55.0,2737.0,480133.0,0.435,위험
201506,14,7.32,20.4,325,64223.0,55.0,2737.0,480133.0,0.435,위험
201507,14,7.61,20.4,378,64474.25,55.0,2737.0,480133.0,0.435,위험
201508,14,7.71,20.4,553,64725.5,55.0,2737.0,480133.0,0.435,위험
201509,14,8.11,20.5,711,64976.75,55.0,2737.0,480133.0,0.435,위험
201510,14,7.94,20.5,1293,65228.0,55.0,2737.0,480133.0,0.435,위험
201511,14,7.36,20.5,-107,65479.25,55.0,2737.0,480133.0,0.435,위험
201512,14,6.62,20.5,3753,65730.5,55.0,2737.0,480133.0,0.435,위험
201601,14,9.04,20.6,-1948,65981.75,69.0,2652.0,389025.0,0.423636364,위험
201602,14,8.19,20.6,-1026,66233.0,69.0,2652.0,389025.0,0.423636364,위험
201603,14,8.33,20.7,-266,66484.25,69.0,2652.0,389025.0,0.423636364,위험
201604,14,7.69,20.7,-199,66735.5,69.0,2652.0,389025.0,0.423636364,위험
201605,14,6.89,20.7,-372,66986.75,69.0,2652.0,389025.0,0.423636364,위험
201606,14,7.28,20.7,-62,67238.0,69.0,2652.0,389025.0,0.423636364,위험
201607,14,7.13,20.8,-543,67604.25,69.0,2652.0,389025.0,0.423636364,위험
201608,14,7.51,20.8,-629,67970.5,69.0,2652.0,389025.0,0.423636364,위험
201609,14,7.19,20.9,-697,68336.75,69.0,2652.0,389025.0,0.423636364,위험
201610,14,6.96,20.9,86,68703.0,69.0,2652.0,389025.0,0.423636364,위험
201611,14,6.77,20.9,476,69069.25,69.0,2652.0,389025.0,0.423636364,위험
201612,14,5.76,21,1975,69435.5,69.0,2652.0,389025.0,0.423636364,위험
201701,14,8.19,21,-1264,69801.75,77.0,2797.0,388138.0,0.406818182,위험
201702,14,6.88,21.1,-1280,70168.0,77.0,2797.0,388138.0,0.406818182,위험
201703,14,7.51,21.2,-794,70534.25,77.0,2797.0,388138.0,0.406818182,위험
201704,14,6.73,21.2,405,70900.5,77.0,2797.0,388138.0,0.406818182,위험
201705,14,6.12,21.3,-181,71266.75,77.0,2797.0,388138.0,0.406818182,위험
201706,14,6.3,21.3,-431,71633.0,77.0,2797.0,388138.0,0.406818182,위험
201707,14,6.35,21.4,-189,72933.19343,77.0,2797.0,388138.0,0.406818182,위험
201708,14,6.19,21.4,-1290,73076.43801,77.0,2797.0,388138.0,0.406818182,위험
201709,14,6.75,21.5,-396,73219.68259,77.0,2797.0,388138.0,0.406818182,위험
201710,14,6.09,21.5,-222,73362.92716,77.0,2797.0,388138.0,0.406818182,위험
201711,14,6.04,21.5,151,73506.17174,77.0,2797.0,388138.0,0.406818182,위험
201712,14,5.5,21.5,2444,73649.41631,77.0,2797.0,388138.0,0.406818182,위험
201801,14,6.7,21.6,-2330,73792.66089,87.0,2691.0,532948.0,0.39,위험
201802,14,6.8,21.6,-1497,73935.90546,87.0,2691.0,532948.0,0.39,위험
201803,14,6.7,21.7,-455,74079.15004,87.0,2691.0,532948.0,0.39,위험
201804,14,6.3,21.7,299,74222.39462,87.0,2691.0,532948.0,0.39,위험
201805,14,6.0,21.7,-300,74365.63919,87.0,2691.0,532948.0,0.39,위험
201806,14,5.8,21.8,-1413,74508.88377,87.0,2691.0,532948.0,0.39,위험
201807,14,5.7,21.8,-1313,74652.12834,87.0,2691.0,532948.0,0.39,위험
201808,14,5.7,21.8,-1564,74795.37292,87.0,2691.0,532948.0,0.39,위험
201809,14,5.9,21.9,-1339,74938.61749,87.0,2691.0,532948.0,0.39,위험
201810,14,5.8,21.9,-745,75081.86207,87.0,2691.0,532948.0,0.39,위험
201811,14,5.5,21.9,681,75225.10665,87.0,2691.0,532948.0,0.39,위험
201812,14,5.0,21.9,1946,75368.35122,87.0,2691.0,532948.0,0.39,위험
201901,14,7.0,22,-3465,75511.5958,88.0,2703.0,390885.0,0.369090909,위험
201902,14,6.4,22.1,-2559,75654.84037,88.0,2703.0,390885.0,0.369090909,위험
201903,14,6.0,22.1,-1311,75798.08495,88.0,2703.0,390885.0,0.369090909,위험
201904,14,6.0,22.2,-671,75941.32952,88.0,2703.0,390885.0,0.369090909,위험
201905,14,5.9,22.2,-1011,76084.5741,88.0,2703.0,390885.0,0.369090909,위험
201906,14,5.5,22.3,-782,76227.81868,88.0,2703.0,390885.0,0.369090909,위험
201907,14,5.8,22.4,-1315,76371.06325,88.0,2703.0,390885.0,0.369090909,위험
201908,14,5.5,22.4,-1365,69963.66667,88.0,2703.0,390885.0,0.369090909,위험
201909,14,5.8,22.5,-812,70072.33333,88.0,2703.0,390885.0,0.369090909,위험
201910,14,5.6,22.6,-374,70181.0,88.0,2703.0,390885.0,0.369090909,위험
201911,14,5.4,22.6,1105,70289.66667,88.0,2703.0,390885.0,0.369090909,위험
201912,14,4.9,22.6,3772,70398.33333,88.0,2703.0,390885.0,0.369090909,위험
202001,14,6.1,22.7,-3328,70507.0,90.0,2687.0,385146.0,0.344090909,위험
202002,14,5.6,22.8,-2067,70615.66667,90.0,2687.0,385146.0,0.344090909,위험
202003,14,5.8,23,-2026,70724.33333,90.0,2687.0,385146.0,0.344090909,위험
202004,14,5.2,23,-1640,70833.0,90.0,2687.0,385146.0,0.344090909,위험
202005,14,5.2,23.1,-567,70941.66667,90.0,2687.0,385146.0,0.344090909,위험
202006,14,5.1,23.2,-752,71050.33333,90.0,2687.0,385146.0,0.344090909,위험
202007,14,5.6,23.2,-745,71159.0,90.0,2687.0,385146.0,0.344090909,위험
202008,14,5.3,23.3,-865,71295.5,90.0,2687.0,385146.0,0.344090909,위험
202009,14,5.4,23.4,-399,71432.0,90.0,2687.0,385146.0,0.344090909,위험
202010,14,4.8,23.5,228,71568.5,90.0,2687.0,385146.0,0.344090909,위험
202011,14,4.8,23.5,633,71705.0,90.0,2687.0,385146.0,0.344090909,위험
202012,14,4.4,23.5,1774,71841.5,90.0,2687.0,385146.0,0.344090909,위험
202101,14,5.7,23.6,-311,71978.0,90.0,2677.0,319269.0,0.301363636,위험
202102,14,4.8,23.7,-207,72114.5,90.0,2677.0,319269.0,0.301363636,위험
202103,14,4.8,23.7,-510,72251.0,90.0,2677.0,319269.0,0.301363636,위험
202104,14,4.6,23.8,232,72387.5,90.0,2677.0,319269.0,0.301363636,위험
202105,14,4.7,23.8,-10,72524.0,90.0,2677.0,319269.0,0.301363636,위험
202106,14,4.5,23.9,-507,72660.5,90.0,2677.0,319269.0,0.301363636,위험
202107,14,4.8,24,-587,72797.0,90.0,2677.0,319269.0,0.301363636,위험
202108,14,4.7,24,-697,73070.0,90.0,2677.0,319269.0,0.301363636,위험
202109,14,4.7,24.1,-2078,73343.0,90.0,2677.0,319269.0,0.301363636,위험
202110,14,4.1,24.2,-100,73616.0,90.0,2677.0,319269.0,0.301363636,위험
202111,14,4.3,24.2,220,73889.0,90.0,2677.0,319269.0,0.301363636,위험
202112,14,3.5,24.3,68,74162.0,90.0,2677.0,319269.0,0.301363636,위험
202201,14,5.2,24.4,541,74435.0,89.0,2752.0,159594.0,,
202202,14,4.7,24.4,-239,74708.0,89.0,2752.0,159594.0,,
202203,14,4.5,24.5,-499,74981.0,89.0,2752.0,159594.0,,
202204,14,4.4,24.6,656,75254.0,89.0,2752.0,159594.0,,
202205,14,4.1,24.6,179,75527.0,89.0,2752.0,159594.0,,
202206,14,3.8,24.7,-343,75800.0,89.0,2752.0,159594.0,,
202207,14,4.5,24.8,-201,76073.0,89.0,2752.0,159594.0,,
202208,14,4.4,24.9,-437,76316.5,89.0,2752.0,159594.0,,
202209,14,5.1,25,-566,76560.0,89.0,2752.0,159594.0,,
202210,14,4.2,25,-257,76803.5,89.0,2752.0,159594.0,,
202211,14,3.8,25.1,385,77047.0,89.0,2752.0,159594.0,,
202212,14,3.2,25.2,436,77290.5,89.0,2752.0,159594.0,,
202301,14,5.1,25.2,26,77534.0,,2744.0,122501.0,,
202302,14,4.9,25.3,-845,77777.5,,2744.0,122501.0,,
202303,14,4.6,25.4,16,78021.0,,2744.0,122501.0,,
202304,14,4.2,25.5,315,78264.5,,2744.0,122501.0,,
202305,14,4.2,25.5,-28,78508.0,,2744.0,122501.0,,
202306,14,4.3,25.6,-18,78751.5,,2744.0,122501.0,,
202307,14,4.1,25.7,-605,78995.0,,2744.0,122501.0,,
202308,14,4.4,25.8,-716,79363.33333,,2744.0,122501.0,,
202309,14,4.5,25.9,-285,79731.66667,,2744.0,122501.0,,
202310,14,4.4,26,-211,80100.0,,2744.0,122501.0,,
202311,14,3.9,26,145,80468.33333,,2744.0,122501.0,,
202312,14,3.5,26.1,406,80836.66667,,2744.0,122501.0,,
202401,14,4.8,26.2,-453,81205.0,,,,,
202402,14,4.8,26.3,-1260,81573.33333,,,,,
200802,15,9.27,14.7,-3829,81941.66667,25.0,2727.0,110754.0,0.758181818,주의
200803,15,9.49,14.8,1224,82310.0,25.0,2727.0,110754.0,0.758181818,주의
200804,15,9.27,14.9,-1723,82678.33333,25.0,2727.0,110754.0,0.758181818,주의
200805,15,8.42,14.9,-1224,83046.66667,25.0,2727.0,110754.0,0.758181818,주의
200806,15,8.01,14.9,-891,83415.0,25.0,2727.0,110754.0,0.758181818,주의
200807,15,8.64,14.9,-1051,83858.08333,25.0,2727.0,110754.0,0.758181818,주의
200808,15,8.19,14.9,-1248,84301.16667,25.0,2727.0,110754.0,0.758181818,주의
200809,15,8.8,15,-800,84744.25,25.0,2727.0,110754.0,0.758181818,주의
200810,15,8.94,15,-494,85187.33333,25.0,2727.0,110754.0,0.758181818,주의
200811,15,8.55,15,-796,85630.41667,25.0,2727.0,110754.0,0.758181818,주의
200812,15,7.77,15.1,-917,86073.5,25.0,2727.0,110754.0,0.758181818,주의
200901,15,9.64,15.1,-1477,86516.58333,31.0,2829.0,133127.0,0.711363636,주의
200902,15,9.43,15.2,-3279,86959.66667,31.0,2829.0,133127.0,0.711363636,주의
200903,15,8.9,15.2,-387,87402.75,31.0,2829.0,133127.0,0.711363636,주의
200904,15,8.72,15.3,115,87845.83333,31.0,2829.0,133127.0,0.711363636,주의
200905,15,7.72,15.3,725,88288.91667,31.0,2829.0,133127.0,0.711363636,주의
200906,15,8.01,15.3,-1068,88732.0,31.0,2829.0,133127.0,0.711363636,주의
200907,15,7.93,15.3,-1461,88976.58333,31.0,2829.0,133127.0,0.711363636,주의
200908,15,7.87,15.4,-1093,89221.16667,31.0,2829.0,133127.0,0.711363636,주의
200909,15,8.35,15.4,-709,89465.75,31.0,2829.0,133127.0,0.711363636,주의
200910,15,8.33,15.4,-768,89710.33333,31.0,2829.0,133127.0,0.711363636,주의
200911,15,8.21,15.4,44,89954.91667,31.0,2829.0,133127.0,0.711363636,주의
200912,15,7.53,15.4,1051,90199.5,31.0,2829.0,133127.0,0.711363636,주의
201001,15,9.31,15.5,-2521,90444.08333,39.0,2897.0,135111.0,0.676818182,주의
201002,15,9.28,15.5,-2710,90688.66667,39.0,2897.0,135111.0,0.676818182,주의
201003,15,9,15.6,238,90933.25,39.0,2897.0,135111.0,0.676818182,주의
201004,15,8.64,15.6,1088,91177.83333,39.0,2897.0,135111.0,0.676818182,주의
201005,15,8.19,15.6,312,91422.41667,39.0,2897.0,135111.0,0.676818182,주의
201006,15,8.64,15.6,-1250,91667.0,39.0,2897.0,135111.0,0.676818182,주의
201007,15,7.92,15.6,-269,91850.25,39.0,2897.0,135111.0,0.676818182,주의
201008,15,8.61,15.6,-566,92033.5,39.0,2897.0,135111.0,0.676818182,주의
201009,15,9.44,15.6,1,92216.75,39.0,2897.0,135111.0,0.676818182,주의
201010,15,9.72,15.6,-25,92400.0,39.0,2897.0,135111.0,0.676818182,주의
201011,15,9.49,15.6,1087,92583.25,39.0,2897.0,135111.0,0.676818182,주의
201012,15,8.4,15.6,1063,92766.5,39.0,2897.0,135111.0,0.676818182,주의
201101,15,10.55,15.6,-1786,92949.75,49.0,2891.0,131810.0,0.651818182,주의
201102,15,10.01,15.6,-1790,93133.0,49.0,2891.0,131810.0,0.651818182,주의
201103,15,9.91,15.6,64,93316.25,49.0,2891.0,131810.0,0.651818182,주의
201104,15,9.34,15.6,572,93499.5,49.0,2891.0,131810.0,0.651818182,주의
201105,15,8.82,15.6,298,93682.75,49.0,2891.0,131810.0,0.651818182,주의
201106,15,8.98,15.6,557,93866.0,49.0,2891.0,131810.0,0.651818182,주의
201107,15,8.42,15.6,856,94041.16667,49.0,2891.0,131810.0,0.651818182,주의
201108,15,9.02,15.7,383,94216.33333,49.0,2891.0,131810.0,0.651818182,주의
201109,15,9.19,15.7,1125,94391.5,49.0,2891.0,131810.0,0.651818182,주의
201110,15,8.33,15.7,1101,94566.66667,49.0,2891.0,131810.0,0.651818182,주의
201111,15,8.49,15.7,1197,94741.83333,49.0,2891.0,131810.0,0.651818182,주의
201112,15,7.94,15.7,2239,94917.0,49.0,2891.0,131810.0,0.651818182,주의
201201,15,10.22,15.8,-2424,95092.16667,53.0,2845.0,132585.0,0.621818182,주의
201202,15,9.9,15.9,-2438,95267.33333,53.0,2845.0,132585.0,0.621818182,주의
201203,15,9.91,15.9,-94,95442.5,53.0,2845.0,132585.0,0.621818182,주의
201204,15,9.2,16,-251,95617.66667,53.0,2845.0,132585.0,0.621818182,주의
201205,15,8.77,16,-366,95792.83333,53.0,2845.0,132585.0,0.621818182,주의
201206,15,8.57,16,23,95968.0,53.0,2845.0,132585.0,0.621818182,주의
201207,15,9.28,16.1,-311,96102.0,53.0,2845.0,132585.0,0.621818182,주의
201208,15,9.06,16.1,-810,96236.0,53.0,2845.0,132585.0,0.621818182,주의
201209,15,9.46,16.1,-189,96370.0,53.0,2845.0,132585.0,0.621818182,주의
201210,15,9.17,16.2,487,96504.0,53.0,2845.0,132585.0,0.621818182,주의
201211,15,8.9,16.2,1051,96638.0,53.0,2845.0,132585.0,0.621818182,주의
201212,15,7.98,16.2,462,96772.0,53.0,2845.0,132585.0,0.621818182,주의
201301,15,9.84,16.3,-384,96906.0,58.0,2787.0,265712.0,0.585,주의
201302,15,9.12,16.3,-2049,97040.0,58.0,2787.0,265712.0,0.585,주의
201303,15,8.61,16.4,-360,97174.0,58.0,2787.0,265712.0,0.585,주의
201304,15,8.28,16.5,-301,97308.0,58.0,2787.0,265712.0,0.585,주의
201305,15,8.21,16.5,-116,97442.0,58.0,2787.0,265712.0,0.585,주의
201306,15,7.42,16.5,185,97576.0,58.0,2787.0,265712.0,0.585,주의
201307,15,8.34,16.6,-693,98150.16667,58.0,2787.0,265712.0,0.585,주의
201308,15,8.01,16.6,-305,98724.33333,58.0,2787.0,265712.0,0.585,주의
201309,15,8.63,16.7,-132,99298.5,58.0,2787.0,265712.0,0.585,주의
201310,15,8.17,16.7,379,99872.66667,58.0,2787.0,265712.0,0.585,주의
201311,15,7.77,16.7,1151,100446.8333,58.0,2787.0,265712.0,0.585,주의
201312,15,7.11,16.8,760,101021.0,58.0,2787.0,265712.0,0.585,주의
201401,15,9.47,16.8,-1389,101595.1667,72.0,2853.0,267619.0,0.55,주의
201402,15,9.22,16.9,-1213,102169.3333,72.0,2853.0,267619.0,0.55,주의
201403,15,8.68,17,-296,102743.5,72.0,2853.0,267619.0,0.55,주의
201404,15,8.75,17,76,103317.6667,72.0,2853.0,267619.0,0.55,주의
201405,15,7.74,17.1,-39,103891.8333,72.0,2853.0,267619.0,0.55,주의
201406,15,7.8,17.1,-464,104466.0,72.0,2853.0,267619.0,0.55,주의
201407,15,8.02,17.1,-169,103202.0833,72.0,2853.0,267619.0,0.55,주의
201408,15,7.91,17.2,283,101938.1667,72.0,2853.0,267619.0,0.55,주의
201409,15,8.41,17.2,5772,100674.25,72.0,2853.0,267619.0,0.55,주의
201410,15,7.92,17.2,-3853,99410.33333,72.0,2853.0,267619.0,0.55,주의
201411,15,7.38,17.3,-683,98146.41667,72.0,2853.0,267619.0,0.55,주의
201412,15,7.53,17.3,987,96882.5,72.0,2853.0,267619.0,0.55,주의
201501,15,9.48,17.4,-1640,95618.58333,76.0,2737.0,480133.0,0.521818182,주의
201502,15,8.99,17.4,-1059,94354.66667,76.0,2737.0,480133.0,0.521818182,주의
201503,15,9.26,17.5,-1314,93090.75,76.0,2737.0,480133.0,0.521818182,주의
201504,15,8.77,17.5,-624,91826.83333,76.0,2737.0,480133.0,0.521818182,주의
201505,15,8.06,17.6,-492,90562.91667,76.0,2737.0,480133.0,0.521818182,주의
201506,15,7.97,17.6,943,89299.0,76.0,2737.0,480133.0,0.521818182,주의
201507,15,8.02,17.6,864,89703.91667,76.0,2737.0,480133.0,0.521818182,주의
201508,15,7.8,17.7,716,90108.83333,76.0,2737.0,480133.0,0.521818182,주의
201509,15,8.6,17.7,59,90513.75,76.0,2737.0,480133.0,0.521818182,주의
201510,15,8.25,17.7,287,90918.66667,76.0,2737.0,480133.0,0.521818182,주의
201511,15,7.68,17.7,1202,91323.58333,76.0,2737.0,480133.0,0.521818182,주의
201512,15,7.02,17.7,481,91728.5,76.0,2737.0,480133.0,0.521818182,주의
201601,15,8.78,17.8,-1685,92133.41667,100.0,2652.0,389025.0,0.499090909,위험
201602,15,8.15,17.8,-82,92538.33333,100.0,2652.0,389025.0,0.499090909,위험
201603,15,8.6,17.9,122,92943.25,100.0,2652.0,389025.0,0.499090909,위험
201604,15,8.27,17.9,-57,93348.16667,100.0,2652.0,389025.0,0.499090909,위험
201605,15,7.69,17.9,421,93753.08333,100.0,2652.0,389025.0,0.499090909,위험
201606,15,7.68,18,168,94158.0,100.0,2652.0,389025.0,0.499090909,위험
201607,15,7.49,18,-415,94609.08333,100.0,2652.0,389025.0,0.499090909,위험
201608,15,7.5,18.1,-928,95060.16667,100.0,2652.0,389025.0,0.499090909,위험
201609,15,7.8,18.1,88,95511.25,100.0,2652.0,389025.0,0.499090909,위험
201610,15,7.38,18.1,-538,95962.33333,100.0,2652.0,389025.0,0.499090909,위험
201611,15,6.8,18.2,-107,96413.41667,100.0,2652.0,389025.0,0.499090909,위험
201612,15,6.09,18.2,-138,96864.5,100.0,2652.0,389025.0,0.499090909,위험
201701,15,8.01,18.3,-1444,97315.58333,108.0,2797.0,388138.0,0.47,위험
201702,15,7.31,18.4,-2168,97766.66667,108.0,2797.0,388138.0,0.47,위험
201703,15,7.3,18.5,-1462,98217.75,108.0,2797.0,388138.0,0.47,위험
201704,15,6.81,18.6,-518,98668.83333,108.0,2797.0,388138.0,0.47,위험
201705,15,6.87,18.7,-825,99119.91667,108.0,2797.0,388138.0,0.47,위험
201706,15,6.31,18.7,-696,99571.0,108.0,2797.0,388138.0,0.47,위험
201707,15,6.7,18.8,-652,103375.768,108.0,2797.0,388138.0,0.47,위험
201708,15,6.66,18.8,-146,103564.389,108.0,2797.0,388138.0,0.47,위험
201709,15,6.82,18.9,968,103753.0099,108.0,2797.0,388138.0,0.47,위험
201710,15,6.06,18.9,585,103941.6309,108.0,2797.0,388138.0,0.47,위험
201711,15,6.08,19,424,104130.2518,108.0,2797.0,388138.0,0.47,위험
201712,15,5.64,19,353,104318.8728,108.0,2797.0,388138.0,0.47,위험
201801,15,6.9,19.1,-2055,104507.4937,109.0,2691.0,532948.0,0.438636364,위험
201802,15,6.5,19.2,-2394,104696.1147,109.0,2691.0,532948.0,0.438636364,위험
201803,15,6.8,19.3,-1506,104884.7356,109.0,2691.0,532948.0,0.438636364,위험
201804,15,6.0,19.4,-439,105073.3566,109.0,2691.0,532948.0,0.438636364,위험
201805,15,6.2,19.4,-247,105261.9776,109.0,2691.0,532948.0,0.438636364,위험
201806,15,6.1,19.5,-969,105450.5985,109.0,2691.0,532948.0,0.438636364,위험
201807,15,5.9,19.5,-1121,105639.2195,109.0,2691.0,532948.0,0.438636364,위험
201808,15,6.0,19.6,-953,105827.8404,109.0,2691.0,532948.0,0.438636364,위험
201809,15,5.6,19.6,-241,106016.4614,109.0,2691.0,532948.0,0.438636364,위험
201810,15,5.6,19.7,-256,106205.0823,109.0,2691.0,532948.0,0.438636364,위험
201811,15,5.7,19.7,609,106393.7033,109.0,2691.0,532948.0,0.438636364,위험
201812,15,5.1,19.8,347,106582.3242,109.0,2691.0,532948.0,0.438636364,위험
201901,15,6.5,19.9,-2123,106770.9452,114.0,2703.0,390885.0,0.409545455,위험
201902,15,6.0,19.9,-2026,106959.5661,114.0,2703.0,390885.0,0.409545455,위험
201903,15,6.1,20,-85,107148.1871,114.0,2703.0,390885.0,0.409545455,위험
201904,15,5.6,20.1,-213,107336.808,114.0,2703.0,390885.0,0.409545455,위험
201905,15,5.2,20.2,-166,107525.429,114.0,2703.0,390885.0,0.409545455,위험
201906,15,5.6,20.2,539,107714.0499,114.0,2703.0,390885.0,0.409545455,위험
201907,15,5.3,20.3,-573,107902.6709,114.0,2703.0,390885.0,0.409545455,위험
201908,15,4.9,20.4,-670,95167.75,114.0,2703.0,390885.0,0.409545455,위험
201909,15,5.1,20.4,-320,95337.5,114.0,2703.0,390885.0,0.409545455,위험
201910,15,5.5,20.5,-81,95507.25,114.0,2703.0,390885.0,0.409545455,위험
201911,15,5.3,20.5,271,95677.0,114.0,2703.0,390885.0,0.409545455,위험
201912,15,4.2,20.6,876,95846.75,114.0,2703.0,390885.0,0.409545455,위험
202001,15,5.7,20.7,-2413,96016.5,115.0,2687.0,385146.0,0.373636364,위험
202002,15,5.4,20.9,-2729,96186.25,115.0,2687.0,385146.0,0.373636364,위험
202003,15,5.2,21,-4717,96356.0,115.0,2687.0,385146.0,0.373636364,위험
202004,15,5.2,21.1,-1700,96525.75,115.0,2687.0,385146.0,0.373636364,위험
202005,15,4.9,21.2,-1512,96695.5,115.0,2687.0,385146.0,0.373636364,위험
202006,15,4.7,21.3,-1521,96865.25,115.0,2687.0,385146.0,0.373636364,위험
202007,15,4.7,21.4,-1834,97035.0,115.0,2687.0,385146.0,0.373636364,위험
202008,15,4.6,21.4,-2365,97203.91667,115.0,2687.0,385146.0,0.373636364,위험
202009,15,5.2,21.5,-403,97372.83333,115.0,2687.0,385146.0,0.373636364,위험
202010,15,4.8,21.6,565,97541.75,115.0,2687.0,385146.0,0.373636364,위험
202011,15,4.4,21.7,362,97710.66667,115.0,2687.0,385146.0,0.373636364,위험
202012,15,3.9,21.7,1289,97879.58333,115.0,2687.0,385146.0,0.373636364,위험
202101,15,5.1,21.9,-1028,98048.5,117.0,2677.0,319269.0,0.311818182,위험
202102,15,5.0,21.9,-242,98217.41667,117.0,2677.0,319269.0,0.311818182,위험
202103,15,5.1,22,1439,98386.33333,117.0,2677.0,319269.0,0.311818182,위험
202104,15,5.0,22.1,1133,98555.25,117.0,2677.0,319269.0,0.311818182,위험
202105,15,4.5,22.2,1327,98724.16667,117.0,2677.0,319269.0,0.311818182,위험
202106,15,4.6,22.2,606,98893.08333,117.0,2677.0,319269.0,0.311818182,위험
202107,15,4.7,22.3,-82,99062.0,117.0,2677.0,319269.0,0.311818182,위험
202108,15,4.8,22.4,-628,99464.91667,117.0,2677.0,319269.0,0.311818182,위험
202109,15,4.7,22.5,-1126,99867.83333,117.0,2677.0,319269.0,0.311818182,위험
202110,15,4.0,22.6,580,100270.75,117.0,2677.0,319269.0,0.311818182,위험
202111,15,4.5,22.6,694,100673.6667,117.0,2677.0,319269.0,0.311818182,위험
202112,15,3.5,22.7,664,101076.5833,117.0,2677.0,319269.0,0.311818182,위험
202201,15,5.0,22.8,-1339,101479.5,125.0,2752.0,159594.0,,
202202,15,4.6,22.9,-1156,101882.4167,125.0,2752.0,159594.0,,
202203,15,4.8,23.1,-515,102285.3333,125.0,2752.0,159594.0,,
202204,15,4.5,23.1,-81,102688.25,125.0,2752.0,159594.0,,
202205,15,4.4,23.2,-29,103091.1667,125.0,2752.0,159594.0,,
202206,15,3.9,23.3,-1143,103494.0833,125.0,2752.0,159594.0,,
202207,15,4.0,23.3,-1037,103897.0,125.0,2752.0,159594.0,,
202208,15,4.4,23.5,-1103,104331.1667,125.0,2752.0,159594.0,,
202209,15,4.6,23.5,-686,104765.3333,125.0,2752.0,159594.0,,
202210,15,4.3,23.6,-508,105199.5,125.0,2752.0,159594.0,,
202211,15,4.1,23.7,-11,105633.6667,125.0,2752.0,159594.0,,
202212,15,3.5,23.8,-58,106067.8333,125.0,2752.0,159594.0,,
202301,15,4.7,23.9,-1650,106502.0,,2744.0,122501.0,,
202302,15,4.7,24,-2015,106936.1667,,2744.0,122501.0,,
202303,15,4.2,24.1,0,107370.3333,,2744.0,122501.0,,
202304,15,3.9,24.2,99,107804.5,,2744.0,122501.0,,
